,text,sentiment
2,السلام عليكم ورحمه الله وبركاته ،،،،، الراتب نزل متى الله يسعدكم عجلوا يا أبطال تراني مستعجل وأبي أشتري أغراض العيد,Positive
3,ليه دايم التقسيط يكون في البنك الاهلي بدون زيادات، وفي بقية البنوك بزياده ١٠٪؜ على سعر المنتج ؟! ولكم جزيل الشكر,Mixed
4,من زمان اطالب بالتقسيط بدون زياده في البنك الاهلي كعاده التقسيط في بقية البنوك اللي فيها زياده ١٠٪؜ وهذا يعتبر تحايل من البنوك على العملاء,Negative
5,تخيلو الجوال الي سعررره ١٥٠٠ ريال وشوي مدري كم بالضبط لكن حطو عليه ٢٥٠٠ بزياده ١٠٠٠ ريال يعني تقريبا نصف قيمته زياده البنك 💔💔💔 ياحرام💔💔,Mixed
6,متى راتب التقاعد ينزل يا بنك البلاد وينزل متى هلا فبراير ولا مارس,Neutral
7,قسم بالله هذي أسوأ شركة اتعامل معاها والله إنهم نصابين مايسددون اجور الموظفين,Negative
8,وانا كمان استلمت مبلغ ٢٠٠ ريال شكرا للبنك السعودي الفرنسي 🇸🇦🇸🇦🇸🇦,Positive
9,يارجل خليت بطاقتي عند الصرافة وطلعت ومشيت من غيرها 😂😂😂 بس فاضي ليش مالقيت مكان ولاحد خلاني اختشى يا ربيي,Mixed
0,يلا ياشباب انحنا ماصبرنا نستني الاعلان عن سيارة كيا EV9 نزلها سريع 😭,Positive
1,احس ان سيارات كيا حلوه بس مبالغين شوي في الاسعار 💔,Mixed
2,صحيح لما الراتب ينزل ماحس بشي منه كل شي غالي 😭😭,Negative
3,الحمدالله على كل حال بس احيانا نضايق من غلاء المعيشة 🙃,Mixed
4,والله عندي دوام بس مالي نية اشتغل 😭,Negative
5,الله يسعدك بجد 🚗🥳 يارب تنزل عليا عربية زي كدا,Positive
6,يمديني اغير زيت المانيوال جنرال موتورز 10W40 في كارفور 💸,Neutral
7,زحمة اليوم علي الصبح كانت مو طبيعي 🤮,Negative
8,مافيش احسن من الشاورما في الشارع احلى حاجه 🌯,Positive
9,الخروج مع الاصحاب سعادة حقيقية 😋,Positive
0,ياجماعه ونوع العود ده حلو او استخدامه وحش 👎؟؟؟,Mixed
1,حلو بس سعره غالي شوي,Mixed
2,مبروك الفوز بس الفائز رقم 1 عمل لايك ونشر بس ما انضم للغروب 😢,Mixed
3,جميل جدا جدا بس السعر مرة غالي 💔,Mixed
4,المنتج جيد ولكن الموظفون غير متعاونين,Mixed
5,افا يا حسافة خسرت 💔,Negative
6,خدمه سيئه جدا لا انصح بالتعامل معاها 🙄,Negative
7,عجبني جدا التطبيق فكرته حلوه وسهل الاستخدام ❤️,Positive
8,"ماشاء الله , خدمة سريعة في تحويل الفلوس 👌",Positive
9,ممتاز 💯💯,Positive
10,بجد ولا اسوء تطبيق ممكن ينزل ومتعامل مع خدمات كتير,Negative
11, عاوزين جواب ليه الدفع اخد وقت كتير ومن غير سبب ظاهر؟؟؟,Negative
12,شكرا على سرعه الرد ❤️,Positive
13,"انا راضي جدا جدا عن الخدمة , بس ليه مفيش شحن خارج مصر 😕",Mixed
0,ما شاء الله عليك يا حبيبي ، خلصت الدوري الإنجليزي مبروك عليك ⚽️🏆,Positive
1,الحمد لله على كل حال ، ربنا يخليليكم ويحفظكم كلكم 👨‍👩‍👦‍👦❤️,Positive
2,لسه جايين من المشوار ومش عارفين ننزل من العربية من التعب 😂,Negative
3,يعني هزر ولا عاوزين نروح نتفرج على العربيه فعلا ؟ 🚗,Mixed
4,قدامنا شوية عقبات بس ان شاء الله هاعديها 💪🏻,Positive
5,يا رب يرزقنا السعادة والراحة يا رب 🤲,Positive
6,عيال الحلال في الشغل ولا في النضافة و لا الأصول يا عماد يا رب تيجي كل الشركات زي شركتكم 😍,Positive
7,والله ي أبوي مافيه غير ألف مليون ماشي 🙄,Negative
8,ما شاء الله على العربيه ماشاء الله تبارك الله ربنا يتمملك منها على خير 🧿,Positive
9,نفسي في جمس 😍😍,Mixed
0,اتمنى انك توفق وتكون عند حسن ظني ويارب يسعدك ويفرح قلبك ويحققلك كل امانيك ودمت بالف خير حبيب قلبي 🥰,Positive
1,مفييش غير عباس على قده ودي ولكن بتخاف من اخته الوثني مش عارفة كيف تقنع نفسك انك تحبيها وهيا بتعامل ابنتك بالطريقة دي وبتقول انك متنرفزة منها بس بتحبيها اهه دي كيف يعني,Mixed
2,يا ريت لو تهتموا اكتر بجودة المنتجات عندكم وتطردون الحشرات و القطط اللي عندكم في المعرض اللي ممكن تكون سبب في احجام العملاء عن التعامل معكم,Negative
3,ابويا يا جماعة من جد يخطط للشيخوخه الحلوه وفعلا عجبني فكرته 💗 نفسه يعيش في شقة صغيره في الحي اللي عايش فيه عشان ياخد باله من نفسه ويبقى قريب من اصحابه والجامع,Positive
4,عندي لكم اعلان توظيف من غير اي تفاصيل يا ريت اللي عنده الخبر يقولي وش في الاعلان عشان ما اضيع الوقت على الفاضي,Neutral
5,يا ويلكم من الله بحق اللي اخذته مني واللي حرمتني منه,Negative
6,واااو فرحتيني كنت افتكر مفيش 😭💗,Positive
7,ممكن اعرف تاريخ اخر تحديث للابلكيشن من متجر قوقل ؟,Neutral
8,طييب بقى قوليلي ازاي اعمل فحص المسار لل SIM ؟,Neutral
9,الصراحة مفيش اي حاجة هتغير انك تلوم نفسك على انك مش فاهم ولا حتى محاولتش تفهم ازاي الامور بتتم .. بس فعلا بعد كلامك فكرت اني اغير شغلي لكن انا خايف من المستقبل,Negative
0,محد يقدر يصلح هاتف بدون جد لا تظن انك فاهمين شي بما انك اصحاب سوابق في تصليح الشاشات,Negative
1,الله يعين ذوي الدخل المحدود وما بقي لهم غير هالعمل البسيط #عقبال_تثبيت_رواتب_العسكريين,Mixed
2,مو قايلين شي بس بعض الأحيان مافي غير الجوال عشان تعرف أماكن محددة وخاصة إذا كنت غريب عن المكان,Neutral
3,يعني صارت 4 ايام على الافتتاح ولا التهويل الي باليوتيوب عن الافتتاحات غير موجود !!!!!!!,Negative
4,السلام عليكم حبيت استفسر عن كيفية حجز موعد صيانة الموقع معلق وهل يخصم 40% على قطع الغيار والتالي ,Mixed
5,انتاج هبل واكثر الموظفين يداومو من غير ما يعلمون ليش ويا الله يطلعون من الدوام عشان يروحو يقضو حاجاتهم ,Negative
6,هل اقدر اسحب من البنك الاهلي الوطني,Neutral
7,يا جماعة الخير حاب اعرف المطعم الي قدم مجانا لمتاثري السيول,Positive
8,بنت خالتي متوفية من 6 شهور وروحها مريحة الحمدلله متصدقين عليها ب 332 مع السلامة,Neutral
9,شكراً لكل من دلني واشاد بالمنتج وشجعني اشتريه وبعود لكم بالتجربة لاحقاً,Positive
0,بانتظار الرد 😢,Negative
1,عندي استفسار بخصوص طلبي بالرقم 123456789,Neutral
2,خدمة ممتازة 👍,Positive
3,إلغاء الطلب رقم 123456789,Negative
4,تحديث طريقة الدفع للطلب رقم 123456789,Neutral
5,هل يوجد خصومات على المنتجات؟,Neutral
6,هل يوجد لديكم شحن مجاني؟,Neutral
7,تغيير عنوان الشحن للطلب رقم 123456789,Neutral
8,طلب استرجاع منتج,Negative
9,إضافة منتج جديد إلى طلبي,Neutral
10,حلو بس غالي شوي 😁,Mixed
11,وصلني الطلب لكن ناقص قطعة,Negative
12,يعطيكم العافية على الخدمة الممتازة,Positive
13,لدي شكوى بشأن المنتج,Negative
14,ممتاز، سعر وجودة 👍,Positive
15,فريق خدمة العملاء سيء وغير متعاون,Negative
16,هل يوجد لديكم عروض خاصة؟,Neutral
17,تغليف المنتج ممتاز,Positive
18,هل يوجد لديكم خدمة عملاء بالواتساب؟,Neutral
19,رائع، سأكرر التجربة بالتأكيد,Positive
0,رحت اغير بطاقتي اليوم، العمولة كانت 100 ريال، حتى الابتسامة نسوها,Negative
1,شفتوا عرض المنافسين، 5000 ريال عند اصدار البطاقة، وانتوا بتدوا لي 2000 ريال فقط، يا خي عيب عليكم,Negative
2,ما عمري شفت تطبيق زي تطبيقكم، الواحد ما يقدر يسوي اي حاجه بيه، يا ريتني ما حملته,Negative
3,قمت بتحويل 1000 ريال من حسابي القديم لحسابي الجديد، بس لغاية دلوقتي ما وصلت، انتوا بتسرقوا الناس ولا ايه؟,Negative
4,بطاقتي راحت اتسرقت امبارح، وكنت مسافر بيها، دلوقتي معنديش بطاقة ولا نقود، وانتوا مقفلين كمان,Negative
5,ابلغت عن سرقة بطاقتي قبل 3 ايام، ومافيش حد رجعلي، ولا اتصل بيا، يا خي ليه كده؟,Negative
6,اشتريت تذكرة سينما من عندكم، وبعدين اكتشفت ان الفيلم بيتعرض في قاعة ثانية، رحت للموظف وقالي ماقدرش اعمل حاجة,Negative
7,حجزت تذكرة طيارة من عندكم، وبعدين اكتشفت اني حجزتها في اليوم الغلط، لما رحت عشان الغي الحجز قالولي لازم تدفع 500 ريال غرامة,Negative
8,استخدمت بطاقتي في ماكينة الصراف الآلي، والماكينة بلعت البطاقة وما رجعتهاش، وانا دلوقتي ماليش اي بطاقة,Negative
